average_wait,decisions_explained,esi_avg_wait,esi_fallbacks,esi_percentage,esi_treated,esi_waiting,esi_weighted_wait,filename,mts_avg_wait,mts_treated,mts_waiting,mts_weighted_wait,neural_decisions,neural_percentage,nurses,optimizer_type,original_filename,patients_treated,patients_waiting,pattern,seed,weighted_wait
16,12,34.09,2,16.7,16,13,199.95,hybrid_peak_hours_2nurses_analysis.txt,50.09,17,12,302.5,10,83.3,2,hybrid,peak_hours_2nurses_analysis.txt,17,12,peak_hours,9034,98
22,15,43.62,0,0.0,18,13,242.36,hybrid_peak_hours_2nurses_analysis.txt,63.41,19,12,365.69,15,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,17,14,peak_hours,9035,119
23,10,45.96,4,40.0,13,11,250.52,hybrid_peak_hours_2nurses_analysis.txt,67.59,13,11,382.45,6,60.0,2,hybrid,peak_hours_2nurses_analysis.txt,11,13,peak_hours,9036,123
20,13,39.7,1,7.7,14,13,234.42,hybrid_peak_hours_2nurses_analysis.txt,57.83,14,13,359.61,12,92.3,2,hybrid,peak_hours_2nurses_analysis.txt,13,14,peak_hours,9037,115
25,12,50.97,5,41.7,15,16,301.57,hybrid_peak_hours_2nurses_analysis.txt,74.74,17,14,460.45,7,58.3,2,hybrid,peak_hours_2nurses_analysis.txt,15,16,peak_hours,9038,149
20,12,39.16,1,8.3,14,15,219.06,hybrid_peak_hours_2nurses_analysis.txt,58.0,15,14,334.11,11,91.7,2,hybrid,peak_hours_2nurses_analysis.txt,13,16,peak_hours,9039,105
23,11,46.22,3,27.3,14,15,289.87,hybrid_peak_hours_2nurses_analysis.txt,67.47,16,13,438.2,8,72.7,2,hybrid,peak_hours_2nurses_analysis.txt,13,16,peak_hours,9040,145
21,8,42.26,0,0.0,10,10,238.18,hybrid_peak_hours_2nurses_analysis.txt,62.39,11,9,368.18,8,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,10,10,peak_hours,9041,115
24,6,49.78,0,0.0,10,24,301.51,hybrid_peak_hours_2nurses_analysis.txt,74.0,11,23,455.53,6,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,9,25,peak_hours,9042,150
16,11,31.22,1,9.1,15,9,177.44,hybrid_peak_hours_2nurses_analysis.txt,46.96,14,10,272.16,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,13,11,peak_hours,9043,88
14,11,27.86,1,9.1,17,8,165.71,hybrid_peak_hours_2nurses_analysis.txt,40.89,16,9,247.71,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,15,10,peak_hours,9044,82
18,8,37.5,5,62.5,11,10,217.29,hybrid_peak_hours_2nurses_analysis.txt,55.33,11,10,329.55,3,37.5,2,hybrid,peak_hours_2nurses_analysis.txt,10,11,peak_hours,9045,107
27,8,54.19,4,50.0,10,14,317.98,hybrid_peak_hours_2nurses_analysis.txt,80.07,11,13,484.68,4,50.0,2,hybrid,peak_hours_2nurses_analysis.txt,10,14,peak_hours,9046,155
18,8,35.77,1,12.5,12,7,199.2,hybrid_peak_hours_2nurses_analysis.txt,52.41,12,7,297.75,7,87.5,2,hybrid,peak_hours_2nurses_analysis.txt,11,8,peak_hours,9047,93
18,10,36.04,0,0.0,11,14,202.56,hybrid_peak_hours_2nurses_analysis.txt,53.86,11,14,304.27,10,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,11,14,peak_hours,9048,100
13,11,24.12,0,0.0,15,6,119.78,hybrid_peak_hours_2nurses_analysis.txt,35.21,16,5,184.58,11,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,14,7,peak_hours,9049,56
16,10,32.7,0,0.0,15,15,197.49,hybrid_peak_hours_2nurses_analysis.txt,48.3,17,13,298.91,10,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,15,peak_hours,9050,99
22,12,43.81,2,16.7,13,16,243.95,hybrid_peak_hours_2nurses_analysis.txt,64.62,15,14,377.49,10,83.3,2,hybrid,peak_hours_2nurses_analysis.txt,13,16,peak_hours,9051,118
14,9,28.25,0,0.0,14,11,164.27,hybrid_peak_hours_2nurses_analysis.txt,41.68,14,11,252.76,9,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,12,13,peak_hours,9052,79
15,11,29.16,3,27.3,13,9,170.79,hybrid_peak_hours_2nurses_analysis.txt,43.32,14,8,260.36,8,72.7,2,hybrid,peak_hours_2nurses_analysis.txt,13,9,peak_hours,9053,86
18,9,35.38,0,0.0,14,12,200.42,hybrid_peak_hours_2nurses_analysis.txt,52.48,13,13,310.61,9,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,13,13,peak_hours,9054,100
19,12,38.29,5,41.7,16,9,223.09,hybrid_peak_hours_2nurses_analysis.txt,55.54,16,9,337.63,7,58.3,2,hybrid,peak_hours_2nurses_analysis.txt,13,12,peak_hours,9055,109
17,11,35.48,2,18.2,16,21,193.45,hybrid_peak_hours_2nurses_analysis.txt,51.75,17,20,292.3,9,81.8,2,hybrid,peak_hours_2nurses_analysis.txt,16,21,peak_hours,9056,95
26,11,51.37,3,27.3,14,13,302.84,hybrid_peak_hours_2nurses_analysis.txt,75.83,15,12,463.28,8,72.7,2,hybrid,peak_hours_2nurses_analysis.txt,14,13,peak_hours,9057,152
22,9,45.16,2,22.2,11,11,260.03,hybrid_peak_hours_2nurses_analysis.txt,67.6,11,11,396.19,7,77.8,2,hybrid,peak_hours_2nurses_analysis.txt,11,11,peak_hours,9058,128
20,7,40.23,1,14.3,10,13,255.44,hybrid_peak_hours_2nurses_analysis.txt,59.58,10,13,392.93,6,85.7,2,hybrid,peak_hours_2nurses_analysis.txt,9,14,peak_hours,9059,126
20,11,40.9,6,54.5,13,13,238.46,hybrid_peak_hours_2nurses_analysis.txt,60.31,14,12,369.97,5,45.5,2,hybrid,peak_hours_2nurses_analysis.txt,12,14,peak_hours,9060,117
16,11,33.28,3,27.3,15,14,197.51,hybrid_peak_hours_2nurses_analysis.txt,49.62,17,12,306.99,8,72.7,2,hybrid,peak_hours_2nurses_analysis.txt,16,13,peak_hours,9061,97
25,8,49.67,0,0.0,10,17,288.84,hybrid_peak_hours_2nurses_analysis.txt,73.0,12,15,436.6,8,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,9,18,peak_hours,9062,143
20,8,41.31,0,0.0,7,6,258.4,hybrid_peak_hours_2nurses_analysis.txt,59.56,7,6,393.31,8,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,7,6,peak_hours,9063,128
11,12,21.52,0,0.0,15,7,123.54,hybrid_peak_hours_2nurses_analysis.txt,31.88,15,7,188.39,12,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,14,8,peak_hours,9064,58
23,8,46.93,1,12.5,8,16,270.95,hybrid_peak_hours_2nurses_analysis.txt,69.0,9,15,413.76,7,87.5,2,hybrid,peak_hours_2nurses_analysis.txt,8,16,peak_hours,9065,134
15,12,28.62,1,8.3,16,7,154.62,hybrid_peak_hours_2nurses_analysis.txt,42.88,17,6,234.46,11,91.7,2,hybrid,peak_hours_2nurses_analysis.txt,15,8,peak_hours,9066,76
18,7,35.84,2,28.6,8,8,205.37,hybrid_peak_hours_2nurses_analysis.txt,52.89,9,7,319.3,5,71.4,2,hybrid,peak_hours_2nurses_analysis.txt,7,9,peak_hours,9067,103
7,11,15.65,0,0.0,16,4,94.31,hybrid_peak_hours_2nurses_analysis.txt,22.52,17,3,134.98,11,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,17,3,peak_hours,9068,40
15,10,31.0,1,10.0,15,9,168.47,hybrid_peak_hours_2nurses_analysis.txt,45.04,15,9,260.69,9,90.0,2,hybrid,peak_hours_2nurses_analysis.txt,14,10,peak_hours,9069,80
18,9,35.62,1,11.1,12,11,197.6,hybrid_peak_hours_2nurses_analysis.txt,53.27,12,11,301.47,8,88.9,2,hybrid,peak_hours_2nurses_analysis.txt,11,12,peak_hours,9070,96
19,11,37.55,1,9.1,16,14,222.35,hybrid_peak_hours_2nurses_analysis.txt,54.91,16,14,336.39,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,15,15,peak_hours,9071,109
13,10,25.4,2,20.0,16,6,140.8,hybrid_peak_hours_2nurses_analysis.txt,37.2,16,6,213.92,8,80.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,7,peak_hours,9072,68
13,13,25.54,2,15.4,16,7,157.13,hybrid_peak_hours_2nurses_analysis.txt,37.73,17,6,239.92,11,84.6,2,hybrid,peak_hours_2nurses_analysis.txt,16,7,peak_hours,9073,77
21,11,41.91,1,9.1,14,15,238.52,hybrid_peak_hours_2nurses_analysis.txt,60.72,17,12,368.52,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,14,15,peak_hours,9074,116
14,13,28.54,0,0.0,16,7,165.74,hybrid_peak_hours_2nurses_analysis.txt,42.19,17,6,247.18,13,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,8,peak_hours,9075,84
15,11,30.61,1,9.1,15,15,179.25,hybrid_peak_hours_2nurses_analysis.txt,44.97,15,15,275.81,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,14,16,peak_hours,9076,90
12,8,24.13,0,0.0,13,7,148.33,hybrid_peak_hours_2nurses_analysis.txt,35.7,13,7,222.24,8,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,12,8,peak_hours,9077,72
18,10,36.13,1,10.0,12,15,192.26,hybrid_peak_hours_2nurses_analysis.txt,53.5,13,14,296.08,9,90.0,2,hybrid,peak_hours_2nurses_analysis.txt,12,15,peak_hours,9078,92
19,9,37.48,1,11.1,8,14,201.44,hybrid_peak_hours_2nurses_analysis.txt,55.48,9,13,312.44,8,88.9,2,hybrid,peak_hours_2nurses_analysis.txt,8,14,peak_hours,9079,94
25,9,50.76,5,55.6,9,13,299.87,hybrid_peak_hours_2nurses_analysis.txt,75.56,9,13,461.99,4,44.4,2,hybrid,peak_hours_2nurses_analysis.txt,9,13,peak_hours,9080,144
19,12,37.14,0,0.0,14,18,215.65,hybrid_peak_hours_2nurses_analysis.txt,54.77,16,16,329.76,12,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,14,18,peak_hours,9081,108
11,9,22.81,0,0.0,16,7,119.66,hybrid_peak_hours_2nurses_analysis.txt,33.5,17,6,183.7,9,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,8,peak_hours,9082,58
22,9,36.48,1,11.1,18,6,201.56,hybrid_peak_hours_2nurses_analysis.txt,56.96,13,11,328.84,8,88.9,2,hybrid,peak_hours_2nurses_analysis.txt,12,12,peak_hours,9083,118
16,11,31.83,0,0.0,15,12,182.4,hybrid_peak_hours_2nurses_analysis.txt,47.1,15,12,282.34,11,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,12,peak_hours,9084,89
26,9,52.6,6,66.7,8,14,296.88,hybrid_peak_hours_2nurses_analysis.txt,77.52,9,13,451.81,3,33.3,2,hybrid,peak_hours_2nurses_analysis.txt,9,13,peak_hours,9085,143
22,12,43.67,2,16.7,12,12,258.66,hybrid_peak_hours_2nurses_analysis.txt,63.7,14,10,395.7,10,83.3,2,hybrid,peak_hours_2nurses_analysis.txt,12,12,peak_hours,9086,127
15,14,31.33,4,28.6,17,4,186.45,hybrid_peak_hours_2nurses_analysis.txt,46.42,17,4,283.72,10,71.4,2,hybrid,peak_hours_2nurses_analysis.txt,17,4,peak_hours,9087,89
20,12,39.91,0,0.0,16,15,246.05,hybrid_peak_hours_2nurses_analysis.txt,58.03,17,14,376.82,12,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,16,peak_hours,9088,121
18,11,34.42,1,9.1,16,7,196.27,hybrid_peak_hours_2nurses_analysis.txt,50.46,16,7,299.49,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,14,9,peak_hours,9089,96
20,10,40.61,2,20.0,14,14,217.61,hybrid_peak_hours_2nurses_analysis.txt,58.77,15,13,330.18,8,80.0,2,hybrid,peak_hours_2nurses_analysis.txt,12,16,peak_hours,9090,108
19,7,37.73,1,14.3,11,12,226.55,hybrid_peak_hours_2nurses_analysis.txt,56.5,12,11,342.88,6,85.7,2,hybrid,peak_hours_2nurses_analysis.txt,11,12,peak_hours,9091,112
19,11,38.97,2,18.2,13,13,229.81,hybrid_peak_hours_2nurses_analysis.txt,58.24,13,13,356.17,9,81.8,2,hybrid,peak_hours_2nurses_analysis.txt,14,12,peak_hours,9092,114
21,13,42.8,0,0.0,15,23,258.23,hybrid_peak_hours_2nurses_analysis.txt,62.27,18,20,394.43,13,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,16,22,peak_hours,9093,129
21,10,42.97,2,20.0,14,13,255.66,hybrid_peak_hours_2nurses_analysis.txt,62.93,15,12,389.43,8,80.0,2,hybrid,peak_hours_2nurses_analysis.txt,13,14,peak_hours,9094,128
19,11,39.31,1,9.1,13,19,239.35,hybrid_peak_hours_2nurses_analysis.txt,57.63,15,17,373.22,10,90.9,2,hybrid,peak_hours_2nurses_analysis.txt,13,19,peak_hours,9095,116
16,10,31.5,1,10.0,16,7,179.56,hybrid_peak_hours_2nurses_analysis.txt,46.96,15,8,274.75,9,90.0,2,hybrid,peak_hours_2nurses_analysis.txt,15,8,peak_hours,9096,90
11,8,23.22,0,0.0,12,8,130.61,hybrid_peak_hours_2nurses_analysis.txt,34.7,14,6,202.52,8,100.0,2,hybrid,peak_hours_2nurses_analysis.txt,12,8,peak_hours,9097,62
23,8,48.0,5,62.5,10,25,280.7,hybrid_peak_hours_2nurses_analysis.txt,70.21,11,24,423.59,3,37.5,2,hybrid,peak_hours_2nurses_analysis.txt,10,25,peak_hours,9098,129
25,8,51.78,3,37.5,6,9,345.79,hybrid_peak_hours_2nurses_analysis.txt,76.22,7,8,523.3,5,62.5,2,hybrid,peak_hours_2nurses_analysis.txt,7,8,peak_hours,9099,172
18,14,36.52,0,0.0,13,14,201.09,hybrid_peak_hours_3nurses_analysis.txt,55.48,13,14,315.38,14,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,14,13,peak_hours,9000,99
13,11,27.88,2,18.2,13,8,169.93,hybrid_peak_hours_3nurses_analysis.txt,41.48,13,8,255.65,9,81.8,3,hybrid,peak_hours_3nurses_analysis.txt,13,8,peak_hours,9001,82
10,11,22.2,0,0.0,18,13,132.91,hybrid_peak_hours_3nurses_analysis.txt,32.97,18,13,196.28,11,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,18,13,peak_hours,9002,64
16,15,33.89,6,40.0,19,12,203.24,hybrid_peak_hours_3nurses_analysis.txt,49.94,20,11,312.05,9,60.0,3,hybrid,peak_hours_3nurses_analysis.txt,19,12,peak_hours,9003,98
9,7,19.05,0,0.0,11,4,106.56,hybrid_peak_hours_3nurses_analysis.txt,28.58,11,4,159.48,7,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,11,4,peak_hours,9004,53
10,14,22.07,1,7.1,19,7,128.3,hybrid_peak_hours_3nurses_analysis.txt,32.97,18,8,192.49,13,92.9,3,hybrid,peak_hours_3nurses_analysis.txt,19,7,peak_hours,9005,62
13,14,27.14,4,28.6,17,8,156.96,hybrid_peak_hours_3nurses_analysis.txt,40.55,18,7,237.07,10,71.4,3,hybrid,peak_hours_3nurses_analysis.txt,16,9,peak_hours,9006,75
12,13,24.22,8,61.5,19,9,135.65,hybrid_peak_hours_3nurses_analysis.txt,36.19,20,8,204.28,5,38.5,3,hybrid,peak_hours_3nurses_analysis.txt,20,8,peak_hours,9007,68
17,13,34.73,3,23.1,19,10,206.78,hybrid_peak_hours_3nurses_analysis.txt,51.21,21,8,317.77,10,76.9,3,hybrid,peak_hours_3nurses_analysis.txt,20,9,peak_hours,9008,103
10,12,21.05,0,0.0,12,6,127.77,hybrid_peak_hours_3nurses_analysis.txt,31.82,12,6,190.73,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,5,peak_hours,9009,63
6,14,13.0,1,7.1,18,0,74.02,hybrid_peak_hours_3nurses_analysis.txt,19.68,19,0,115.62,13,92.9,3,hybrid,peak_hours_3nurses_analysis.txt,18,0,peak_hours,9010,35
10,12,22.38,0,0.0,15,5,115.27,hybrid_peak_hours_3nurses_analysis.txt,34.17,14,6,173.56,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,15,5,peak_hours,9011,53
15,10,30.1,3,30.0,12,4,180.67,hybrid_peak_hours_3nurses_analysis.txt,44.4,11,5,276.03,7,70.0,3,hybrid,peak_hours_3nurses_analysis.txt,10,6,peak_hours,9012,88
17,13,34.83,0,0.0,16,10,195.38,hybrid_peak_hours_3nurses_analysis.txt,51.43,16,10,298.11,13,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,15,11,peak_hours,9013,95
9,16,19.45,0,0.0,20,5,117.78,hybrid_peak_hours_3nurses_analysis.txt,29.17,20,5,178.23,16,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,20,5,peak_hours,9014,57
14,12,29.79,2,16.7,14,10,175.74,hybrid_peak_hours_3nurses_analysis.txt,44.75,14,10,265.54,10,83.3,3,hybrid,peak_hours_3nurses_analysis.txt,15,9,peak_hours,9015,84
11,16,22.16,3,18.8,21,6,123.48,hybrid_peak_hours_3nurses_analysis.txt,33.23,21,6,186.45,13,81.2,3,hybrid,peak_hours_3nurses_analysis.txt,21,6,peak_hours,9016,59
12,13,26.07,2,15.4,17,9,140.73,hybrid_peak_hours_3nurses_analysis.txt,39.47,16,10,212.58,11,84.6,3,hybrid,peak_hours_3nurses_analysis.txt,17,9,peak_hours,9017,65
20,10,41.17,1,10.0,11,15,239.93,hybrid_peak_hours_3nurses_analysis.txt,60.4,14,12,363.58,9,90.0,3,hybrid,peak_hours_3nurses_analysis.txt,11,15,peak_hours,9018,118
10,13,21.13,0,0.0,16,3,126.8,hybrid_peak_hours_3nurses_analysis.txt,31.17,16,3,189.17,13,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,17,2,peak_hours,9019,61
21,10,43.25,0,0.0,14,10,246.72,hybrid_peak_hours_3nurses_analysis.txt,63.61,14,10,373.79,10,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,11,peak_hours,9020,122
10,13,21.29,0,0.0,13,7,114.53,hybrid_peak_hours_3nurses_analysis.txt,32.38,14,6,176.57,13,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,14,6,peak_hours,9021,56
13,11,27.52,3,27.3,14,5,163.05,hybrid_peak_hours_3nurses_analysis.txt,40.87,14,5,254.5,8,72.7,3,hybrid,peak_hours_3nurses_analysis.txt,15,4,peak_hours,9022,80
4,3,8.0,0,0.0,12,0,41.39,hybrid_peak_hours_3nurses_analysis.txt,12.07,11,0,64.72,3,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,12,0,peak_hours,9023,19
22,13,44.62,2,15.4,13,12,253.46,hybrid_peak_hours_3nurses_analysis.txt,65.79,14,11,382.47,11,84.6,3,hybrid,peak_hours_3nurses_analysis.txt,13,12,peak_hours,9024,121
8,17,17.63,0,0.0,21,5,101.31,hybrid_peak_hours_3nurses_analysis.txt,26.73,21,5,154.59,17,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,21,5,peak_hours,9025,48
18,12,38.61,0,0.0,12,12,220.02,hybrid_peak_hours_3nurses_analysis.txt,57.14,13,11,338.19,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,11,peak_hours,9026,106
17,11,35.26,4,36.4,14,13,207.83,hybrid_peak_hours_3nurses_analysis.txt,53.23,14,13,321.7,7,63.6,3,hybrid,peak_hours_3nurses_analysis.txt,15,12,peak_hours,9027,102
9,12,18.09,0,0.0,14,4,110.45,hybrid_peak_hours_3nurses_analysis.txt,27.82,14,4,167.09,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,14,4,peak_hours,9028,54
11,12,23.5,0,0.0,13,7,143.31,hybrid_peak_hours_3nurses_analysis.txt,35.67,14,6,217.06,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,7,peak_hours,9029,68
12,17,24.15,0,0.0,18,5,140.95,hybrid_peak_hours_3nurses_analysis.txt,37.04,17,6,211.13,17,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,18,5,peak_hours,9030,64
5,12,10.62,0,0.0,17,3,64.26,hybrid_peak_hours_3nurses_analysis.txt,15.92,17,3,98.85,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,18,2,peak_hours,9031,30
10,14,21.52,4,28.6,20,5,126.81,hybrid_peak_hours_3nurses_analysis.txt,32.79,20,5,194.15,10,71.4,3,hybrid,peak_hours_3nurses_analysis.txt,20,5,peak_hours,9032,60
14,16,30.17,0,0.0,20,11,177.62,hybrid_peak_hours_3nurses_analysis.txt,45.66,20,11,273.61,16,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,21,10,peak_hours,9033,85
9,16,17.97,3,18.8,23,5,106.97,hybrid_peak_hours_3nurses_analysis.txt,26.72,23,5,159.31,13,81.2,3,hybrid,peak_hours_3nurses_analysis.txt,23,5,peak_hours,9034,52
13,20,27.71,7,35.0,23,7,155.57,hybrid_peak_hours_3nurses_analysis.txt,42.09,22,8,237.75,13,65.0,3,hybrid,peak_hours_3nurses_analysis.txt,22,8,peak_hours,9035,73
22,12,44.89,3,25.0,12,11,252.23,hybrid_peak_hours_3nurses_analysis.txt,66.89,11,12,381.79,9,75.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,10,peak_hours,9036,125
12,12,26.17,0,0.0,18,8,154.36,hybrid_peak_hours_3nurses_analysis.txt,39.23,18,8,235.06,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,18,8,peak_hours,9037,77
17,17,35.18,8,47.1,20,10,209.73,hybrid_peak_hours_3nurses_analysis.txt,52.71,22,8,321.72,9,52.9,3,hybrid,peak_hours_3nurses_analysis.txt,21,9,peak_hours,9038,104
19,13,38.75,3,23.1,14,14,219.42,hybrid_peak_hours_3nurses_analysis.txt,57.97,14,14,332.75,10,76.9,3,hybrid,peak_hours_3nurses_analysis.txt,14,14,peak_hours,9039,108
17,14,34.72,1,7.1,17,11,215.07,hybrid_peak_hours_3nurses_analysis.txt,50.22,19,9,320.29,13,92.9,3,hybrid,peak_hours_3nurses_analysis.txt,17,11,peak_hours,9040,105
13,13,27.09,0,0.0,15,4,160.38,hybrid_peak_hours_3nurses_analysis.txt,40.52,15,4,239.74,13,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,15,4,peak_hours,9041,79
20,11,40.19,2,18.2,13,20,243.0,hybrid_peak_hours_3nurses_analysis.txt,59.86,14,19,369.1,9,81.8,3,hybrid,peak_hours_3nurses_analysis.txt,14,19,peak_hours,9042,121
15,14,31.59,0,0.0,15,8,176.76,hybrid_peak_hours_3nurses_analysis.txt,46.96,14,9,269.51,14,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,14,9,peak_hours,9043,84
6,11,13.79,0,0.0,19,5,82.6,hybrid_peak_hours_3nurses_analysis.txt,21.61,19,5,131.15,11,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,20,4,peak_hours,9044,35
11,12,24.04,5,41.7,15,5,139.0,hybrid_peak_hours_3nurses_analysis.txt,36.33,14,6,210.61,7,58.3,3,hybrid,peak_hours_3nurses_analysis.txt,14,6,peak_hours,9045,66
19,11,39.67,1,9.1,15,8,236.21,hybrid_peak_hours_3nurses_analysis.txt,58.33,16,7,356.78,10,90.9,3,hybrid,peak_hours_3nurses_analysis.txt,15,8,peak_hours,9046,113
9,13,17.82,1,7.7,16,2,97.0,hybrid_peak_hours_3nurses_analysis.txt,26.64,16,2,148.03,12,92.3,3,hybrid,peak_hours_3nurses_analysis.txt,17,1,peak_hours,9047,44
11,12,22.36,2,16.7,15,9,118.67,hybrid_peak_hours_3nurses_analysis.txt,33.61,15,9,176.29,10,83.3,3,hybrid,peak_hours_3nurses_analysis.txt,16,8,peak_hours,9048,57
11,14,23.08,1,7.1,15,5,123.51,hybrid_peak_hours_3nurses_analysis.txt,33.83,16,4,184.34,13,92.9,3,hybrid,peak_hours_3nurses_analysis.txt,16,4,peak_hours,9049,55
14,10,29.94,7,70.0,16,13,185.22,hybrid_peak_hours_3nurses_analysis.txt,45.0,17,12,281.79,3,30.0,3,hybrid,peak_hours_3nurses_analysis.txt,16,13,peak_hours,9050,92
14,17,30.5,1,5.9,18,10,170.46,hybrid_peak_hours_3nurses_analysis.txt,46.38,18,10,266.52,16,94.1,3,hybrid,peak_hours_3nurses_analysis.txt,19,9,peak_hours,9051,80
7,10,15.54,0,0.0,17,7,88.33,hybrid_peak_hours_3nurses_analysis.txt,23.32,17,7,136.38,10,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,17,7,peak_hours,9052,41
7,12,14.96,1,8.3,17,4,85.5,hybrid_peak_hours_3nurses_analysis.txt,21.92,17,4,126.26,11,91.7,3,hybrid,peak_hours_3nurses_analysis.txt,16,5,peak_hours,9053,44
11,12,22.45,2,16.7,18,7,125.39,hybrid_peak_hours_3nurses_analysis.txt,33.62,19,6,192.52,10,83.3,3,hybrid,peak_hours_3nurses_analysis.txt,17,8,peak_hours,9054,59
11,18,23.46,5,27.8,20,4,138.61,hybrid_peak_hours_3nurses_analysis.txt,35.0,19,5,205.09,13,72.2,3,hybrid,peak_hours_3nurses_analysis.txt,20,4,peak_hours,9055,67
17,12,34.73,0,0.0,16,20,192.9,hybrid_peak_hours_3nurses_analysis.txt,50.9,18,18,294.51,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,17,19,peak_hours,9056,94
18,14,37.1,4,28.6,18,8,221.93,hybrid_peak_hours_3nurses_analysis.txt,55.37,18,8,336.94,10,71.4,3,hybrid,peak_hours_3nurses_analysis.txt,18,8,peak_hours,9057,109
16,13,32.0,6,46.2,15,6,180.71,hybrid_peak_hours_3nurses_analysis.txt,47.36,15,6,276.13,7,53.8,3,hybrid,peak_hours_3nurses_analysis.txt,15,6,peak_hours,9058,90
14,12,28.58,3,25.0,12,10,180.46,hybrid_peak_hours_3nurses_analysis.txt,42.42,14,8,277.76,9,75.0,3,hybrid,peak_hours_3nurses_analysis.txt,14,8,peak_hours,9059,89
20,12,40.97,0,0.0,13,12,238.45,hybrid_peak_hours_3nurses_analysis.txt,59.72,14,11,367.21,12,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,13,12,peak_hours,9060,116
11,15,22.06,0,0.0,20,8,126.44,hybrid_peak_hours_3nurses_analysis.txt,33.0,19,9,193.06,15,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,19,9,peak_hours,9061,62
17,13,36.87,3,23.1,14,12,215.25,hybrid_peak_hours_3nurses_analysis.txt,54.6,15,11,325.97,10,76.9,3,hybrid,peak_hours_3nurses_analysis.txt,14,12,peak_hours,9062,102
10,10,21.06,0,0.0,10,2,137.59,hybrid_peak_hours_3nurses_analysis.txt,31.88,11,1,208.98,10,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,10,2,peak_hours,9063,66
10,13,20.76,0,0.0,15,6,123.74,hybrid_peak_hours_3nurses_analysis.txt,31.24,15,6,187.15,13,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,15,6,peak_hours,9064,60
17,11,33.48,0,0.0,13,10,194.9,hybrid_peak_hours_3nurses_analysis.txt,50.04,12,11,297.86,11,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,12,11,peak_hours,9065,97
13,13,25.73,3,23.1,17,5,136.33,hybrid_peak_hours_3nurses_analysis.txt,39.54,17,5,216.0,10,76.9,3,hybrid,peak_hours_3nurses_analysis.txt,16,6,peak_hours,9066,69
9,10,18.05,0,0.0,12,3,103.87,hybrid_peak_hours_3nurses_analysis.txt,28.42,12,3,161.39,10,100.0,3,hybrid,peak_hours_3nurses_analysis.txt,12,3,peak_hours,9067,52
